RespId,weight,age,Education,race,gender,income_cat,voter_category,Union Voting,Community Meetings,Stay Informed,Community Emblem,Community Events,Know Pledge & Rules,Support Worker Rights,Respect Dissent,Belief in God,Protest Injustice
470179,0.7945,25,College,White,Male,$40-75k,always,Very important,Somewhat important,Somewhat important,Not so important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Not so important
470180,1.1512,79,High school or less,White,Female,$75-125k,sporadic,,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,Somewhat important
470181,0.4233,74,College,Black,Female,$75-125k,sporadic,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Somewhat important,Somewhat important,Not so important,Somewhat important
470182,0.8314,73,College,White,Female,$75-125k,always,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important
470183,0.9511,60,College,White,Male,$125k or more,always,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Not so important,Very important
470184,1.1045,55,Some college,White,Male,$75-125k,sporadic,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important
470186,0.9746,71,College,White,Male,$125k or more,always,Very important,Very important,Very important,Not at all important,Very important,Not at all important,Very important,Not at all important,Not at all important,Very important
470187,1.3194,47,Some college,White,Female,$125k or more,always,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important
470188,0.3296,72,College,Black,Male,$125k or more,always,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,,Very important,Not at all important
470189,1.2346,22,High school or less,White,Female,$75-125k,rarely/never,Not so important,Not so important,Not so important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Not so important
470190,0.9436,64,Some college,White,Male,$75-125k,always,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Not at all important
470191,0.8681,88,Some college,White,Male,$40-75k,always,Very important,Very important,Very important,Not so important,Not so important,Very important,,Somewhat important,Not so important,Very important
470193,1.0591,66,High school or less,White,Female,$40-75k,always,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Not at all important
470196,0.5402,81,Some college,Black,Female,$40-75k,sporadic,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important
470198,1.2784,56,High school or less,White,Female,$75-125k,sporadic,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important
470200,0.8184,70,College,White,Male,$75-125k,sporadic,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important
470201,0.9712,52,High school or less,White,Male,Less than $40k,rarely/never,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important
470205,0.6347,57,Some college,Black,Male,$75-125k,sporadic,Very important,Somewhat important,Very important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important
470206,0.7378,50,College,White,Male,$40-75k,always,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not so important
470207,1.3995,30,Some college,White,Female,$75-125k,always,Very important,Very important,Very important,Not so important,Somewhat important,Not so important,Somewhat important,Not so important,Not at all important,Very important
470208,1.0019,60,Some college,White,Female,$75-125k,always,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important
480222,1.4217,62,High school or less,White,Female,Less than $40k,rarely/never,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Not so important
470212,0.885,62,Some college,White,Female,Less than $40k,always,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not so important,Very important
470213,0.9485,67,High school or less,White,Male,$75-125k,sporadic,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important
470214,1.2072,54,High school or less,White,Male,$75-125k,sporadic,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Not so important
470215,1.2736,68,High school or less,White,Male,$125k or more,sporadic,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important
